street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
110 Raoquet Rd,Transportation Equipment,0-49,-71.36176444,41.48605111,2010,2010
162 Clifford St,Food & Kindred Products,100-249,-71.41220118,41.81793379,1953,1991
805 Cumberland Hill Road,Food & Kindred Products,0-49,-71.48818318,41.9953651,1994,2012
172 Taunton Ave Unit 5,"Printing, Publishing & Allied Industries",0-49,-71.37578262,41.8197544,2010,2010
390 Pine Street,Textile Mill Products,NA,-71.39447005,41.88175805,1959,2012
31 Randall St,Industrial & Commercial Machinery,0-49,-71.41127671,41.83676951,1953,1967
333 Waterman Avenue,Industrial & Commercial Machinery,0-49,-71.36600691,41.81935656,1969,2006
1262 Broad Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.40728889,41.79232702,1961,1979
25 Congress Ave,Industrial & Commercial Machinery,0-49,-71.41907567,41.80073222,1953,1991
215 Canal St,Industrial & Commercial Machinery,0-49,-71.82583227,41.39967497,1971,1988
487 Jefferson Boulevard Warwick,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44100629,41.7344322,1988,1994
215 Georgia Ave,Industrial & Commercial Machinery,0-49,-71.40114992,41.79144852,1953,1998
2 Dudley Street,Fabricated Metal Products,0-49,-71.40758777,41.81070101,1971,1973
114 Touro St,"Electronics, Electrical Equipment & Components",0-49,-71.31072112,41.48853561,2006,2006
1066 N Main St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4033855,41.84981329,1998,2010
1195 Putnam Pike Ste C,"Printing, Publishing & Allied Industries",0-49,-71.40909868,41.79363513,2002,2006
230 Oak St,Fabricated Metal Products,0-49,-71.4411874,41.81482332,1994,2012
216 Killingly St,Industrial & Commercial Machinery,0-49,-71.46517193,41.8157514,1953,1959
85 Sprague St,Primary Metal Industries,50-99,-71.42729778,41.8097301,1953,1959
3450 Mendon Rd Ste 16,Paper & Allied Products,0-49,-71.45989621,41.97780878,2010,2012
40 Wildwood Ave,Primary Metal Industries,0-49,-71.42733834,41.7904983,1953,1953
66 Libera St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47124662,41.78858989,1967,2012
1 Albion Road,Fabricated Metal Products,50-99,-71.48166437,41.93518387,1973,1994
82 Clifford St Rear,Fabricated Metal Products,0-49,-71.4235955,41.82467555,1953,1953
118 Richmond Street,Fabricated Metal Products,0-49,-71.41077898,41.82012629,1959,1991
335 Eddy St,Fabricated Metal Products,0-49,-71.40795296,41.81883452,1953,1973
10 Industrial Drive Westerly,Food & Kindred Products,0-49,-71.83161184,41.38159876,1983,2010
594 1/2 Providence St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.49415269,41.71690418,1986,2012
35 Exchange Street Pawtucket,"Printing, Publishing & Allied Industries",0-49,-71.38514328,41.87982896,1988,1991
90 Westminster Street Providence,"Printing, Publishing & Allied Industries",NA,-71.41031135,41.82450166,1986,1991
23 Exchange St,"Printing, Publishing & Allied Industries",100-249,-71.38553907,41.87978499,1953,2002
10 Gennaro Place Providence,Industrial & Commercial Machinery,0-49,-71.44001016,41.82182686,1988,1991
56 Pine St,"Printing, Publishing & Allied Industries",0-49,-71.40953429,41.82293037,1953,2012
16 Cutler St,Finished Products from Fabrics,50-99,-71.27855068,41.72918029,1953,1994
26 Avenue C,Finished Products from Fabrics,0-49,-71.5221204,41.98998793,1953,1998
93 Hazel Street,Finished Products from Fabrics,0-49,-71.50585161,42.01129493,1953,2012
44 Hazel St,Finished Products from Fabrics,50-99,-71.50662392,42.01126998,1953,2008
1268 Eddy Street,Industrial & Commercial Machinery,50-99,-71.40321627,41.79076823,1953,1991
633 Main Street,Furniture & Fixtures,0-49,-71.53562134,41.72422913,1969,1988
30R Houghton SI,Fabricated Metal Products,0-49,-71.43446393,41.85642017,2006,2006
170 Westminster St,Primary Metal Industries,0-49,-71.41146198,41.82368354,1986,2010
222 Richmond St Ste 400,Leather & Leather Products,0-49,-71.40887606,41.81896683,2010,2010
1475 Elmwood Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42406414,41.7697203,1953,1973
160 Nianlic Ave,Fabricated Metal Products,0-49,-71.43926178,41.79831417,2006,2012
28 Kenney Drive,"Electronics, Electrical Equipment & Components",50-99,-71.45164066,41.74203274,1994,2008
442 W ellington Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42592273,41.77632566,1953,1953
95 Chestnut St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46070378,41.8595804,1953,1988
628 Union Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45943579,41.8072702,1983,1994
131 Washington Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41504421,41.82290637,1953,1994
220 Eddy St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40849479,41.81976165,1953,1953
16 Eudora Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40532118,41.80858447,1959,1961
63 Seymour Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40554425,41.80280086,1967,2012
449 Thames St Unit 400,"Stone, Clay, Glass & Concrete Products",0-49,-71.31448603,41.48092026,2002,2012
210 AIlens Ave,Fabricated Metal Products,500+,-71.28493024,41.5277475,1953,2002
80 Public St,Fabricated Metal Products,0-49,-71.40341496,41.80823093,2010,2010
144 Mishnock Road Coventry,Finished Products from Fabrics,0-49,-71.58440686,41.65758225,1991,2012
221 Huntington Ave,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.43933894,41.80400053,1953,1953
1 Maritime Drive Portsmouth,Rubber & Miscellaneous Plastic Products,0-49,-71.28316431,41.58509877,1988,2006
200 High Point Avenue Portsmouth,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.26161903,41.59690852,1991,2002
23 Johnny Cake Hi,Textile Mill Products,0-49,-71.28834103,41.50326463,1998,2010
101 Jefferson Boulevard Warwrck,Food & Kindred Products,50-99,-71.43663756,41.74642575,1991,1991
589 Atwells Ave,Fabricated Metal Products,0-49,-71.4369364,41.82457953,1953,1998
40 River Ave,Fabricated Metal Products,0-49,-71.43594137,41.82894492,1979,2002
500 Glen Hll Dr,"Stone, Clay, Glass & Concrete Products",0-49,-71.34887955,41.85542433,2008,2008
217 Chapman 5,Chemicals & Allied Products,0-49,-71.40071439,41.7926893,1953,2012
55 Johnson St,"Printing, Publishing & Allied Industries",0-49,-71.40230605,41.79396717,1959,2012
24 Central St,Food & Kindred Products,0-49,-71.38284325,41.88648153,1953,1973
15 North Street,Food & Kindred Products,0-49,-71.33611963,41.73917419,1953,1967
279 School St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.378406,41.86857103,1971,1988
6 3675,Leather & Leather Products,0-49,-71.49633226,41.9958607,2002,2002
295 Washington Hwy,Industrial & Commercial Machinery,100-249,-71.51502543,41.92008552,2006,2008
346Judson5t,Food & Kindred Products,0-49,-71.34719962,41.79829722,2008,2008
21 Mill St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.48499166,41.79557853,1988,2012
13 Industrial Dr,Industrial & Commercial Machinery,0-49,-71.54979888,41.91576945,1994,2012
161 Rand 91,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39618291,41.88413282,1998,2010
1 Campbell St,Precision Machinery,0-49,-71.36476067,41.86459996,1953,1991
68 Hadwin Street,Precision Machinery,0-49,-71.39082675,41.89466261,1959,1994
131 Clay Street,Precision Machinery,0-49,-71.39097706,41.88298964,1953,2010
30 Ellegy Rd,Industrial & Commercial Machinery,NA,-71.41522016,41.8208187,1953,2006
222 Exeter Rd,Rubber & Miscellaneous Plastic Products,50-99,-71.50658176,41.5417809,1975,2012
20 Remington St,Textile Mill Products,100-249,-71.52339668,41.68675569,1953,1998
35 Kenney Drive Cranston,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.45047561,41.74148706,1981,1994
107 Stewart St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4173317,41.81596559,1953,1986
65 Tripps Lane East Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.35376848,41.79326066,1971,2012
6 Conduit Street Lincoln,"Electronics, Electrical Equipment & Components",0-49,-71.40747022,41.89215204,1986,1994
12 Atlantic Avenue,Food & Kindred Products,0-49,-71.4384534,41.87509014,1963,1975
390 Harris Ave,Fabricated Metal Products,0-49,-71.43314541,41.82500573,1959,2012
746 Broad St,Food & Kindred Products,0-49,-71.41904457,41.80377044,1953,1961
4Z8 Orms Street,Food & Kindred Products,0-49,-71.42631783,41.83302036,1967,1967
36 Garnet St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41077861,41.82152978,1953,1961
One India Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40007467,41.81568975,1967,1969
22 Parsonage Street Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40924522,41.81676466,1959,2012
41 Bellevue Ave,Leather & Leather Products,0-49,-71.30907622,41.48661854,1959,2006
1 Warren Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.48022807,41.84602265,1959,2012
2 Cemetery Street Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40362478,41.84928925,1991,1994
407 Pine St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41775175,41.81450405,1953,1979
1 Eggs,Jewelry & Other Miscellaneous Manufacturing,NA,-71.34665476,41.81084772,2006,2006
90 Elm St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40987543,41.81723021,1959,2008
95 Hartford Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4465868,41.81704166,1959,1994
166 Valley Street Bldg 3L 351 8170,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44033357,41.82094218,1959,2010
14 Industrial Lane Johnston,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.50910945,41.82398198,1988,2010
6 Industrial Lane,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.50882605,41.82388791,1979,1998
111 Bellevue Ave Ste 252,Fabricated Metal Products,0-49,-71.30860336,41.48450281,2010,2010
850 Aquidneck Avenue Newport,Precision Machinery,0-49,-71.28247974,41.51109178,1988,1988
110 Enterprise Center Middletown,Precision Machinery,0-49,-71.29032149,41.52158889,1991,1994
50 Enterprlse Ctr,"Electronics, Electrical Equipment & Components",100-249,-71.29077271,41.52066411,1998,2010
66 Cypress Street Warwick,Precision Machinery,0-49,-71.43653866,41.75147681,1983,2012
161 Public St,"Electronics, Electrical Equipment & Components",0-49,-71.40590153,41.80771659,1975,2002
55 Dufont Dr,"Electronics, Electrical Equipment & Components",100-249,-71.4371323,41.80059982,1981,2010
433 Westminster St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41410007,41.82176134,1953,1963
16 Sunnyside 274 4410,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47069609,41.82584067,1975,1975
155 Seamans St,"Stone, Clay, Glass & Concrete Products",NA,-71.48356548,41.98542158,2008,2012
14 Almeida St,Chemicals & Allied Products,50-99,-71.34657065,41.81312906,1998,2002
25 Catamore Blvd,Primary Metal Industries,100-249,-71.34305648,41.80367461,2002,2010
40 Agnes St,Paper & Allied Products,NA,-71.44272345,41.81508383,1983,2012
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44703909,41.81452594,1969,1971
444 Wellington Avenue Cranston,"Electronics, Electrical Equipment & Components",0-49,-71.4259398,41.77627928,1959,2008
1450 Elmwood Ave,Primary Metal Industries,0-49,-71.4236531,41.77043486,2002,2006
200 Corliss St,"Printing, Publishing & Allied Industries",0-49,-71.41218633,41.84264264,2002,2002
39 Frigate St,Petroleum Refining & Related Industries,0-49,-71.37815452,41.53735434,2006,2010
Smithnetd,Industrial & Commercial Machinery,0-49,-71.29987316,41.51697156,2012,2012
4 Blossom Sweet,Primary Metal Industries,0-49,-71.4963877,41.71485623,1994,1994
1 Privilege 51,Furniture & Fixtures,0-49,-71.51162829,42.01486492,2008,2008
289 Knight Street,"Printing, Publishing & Allied Industries",NA,-71.42738292,41.8181116,1963,1963
SQ FT 23 000 124 Maple St,Primary Metal Industries,NA,-71.43713209,41.74992973,2002,2006
296 Rocky Hit Rd,Jewelry & Other Miscellaneous Manufacturing,NA,-71.53059433,41.94767097,2006,2006
275 Canal Street,Furniture & Fixtures,0-49,-71.41089156,41.82956365,1969,1969
875 Westminster Street,Furniture & Fixtures,0-49,-71.4226468,41.81745383,1971,1983
27 Foundry St,Textile Mill Products,0-49,-71.38561905,41.88963629,1953,2008
80 Vineyard Street,Textile Mill Products,0-49,-71.36556489,41.86641481,1961,1998
246 Main St Wakefield,"Printing, Publishing & Allied Industries",0-49,-71.46037329,41.57322829,1953,1953
82 High Street Wakefield,"Printing, Publishing & Allied Industries",0-49,-71.50231384,41.43889043,1961,1975
1425 Kingstown Rd,Textile Mill Products,0-49,-71.50534229,41.45432578,1991,2006
136 Corliss St,Primary Metal Industries,0-49,-71.41237669,41.84154565,1969,2012
Knotty Oak Road,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.55746229,41.70649416,1967,1967
1 Cvs Dr,Textile Mill Products,500+,-71.47798597,41.99320254,2006,2012
57 Bellevue Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.30889992,41.48610348,2002,2010
30 Ormsbee Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44610846,41.75361888,1953,1953
144 Pine St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41139526,41.82097727,1953,1975
106 Wells Avenue,Industrial & Commercial Machinery,NA,-71.41943487,41.72445758,1959,1961
43 Barnes Street Providence,Industrial & Commercial Machinery,0-49,-71.4036677,41.83282277,1988,1991
109 Summer St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4185165,41.81548578,1959,1994
71 Troy St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44175277,41.81466141,1953,1991
33 Broad St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4152306,41.81916392,1953,1961
64 Eagle Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43521757,41.82539222,1953,2012
670 Eddy Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40716333,41.81014025,1969,1983
70 Pengrove Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45496692,41.78846442,1959,1986
535 Broad St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42103783,41.80961854,1953,1967
390 Callahan Road North Kingstown,"Stone, Clay, Glass & Concrete Products",50-99,-71.4362411,41.59948797,1988,1991
891 Broad St,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.41679036,41.79984507,1953,1994
40 Clilford St,Fabricated Metal Products,0-49,-71.41132071,41.8189162,1953,1953
167 Cottage St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.37443445,41.88208883,1981,1981
1006 Charles Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42435249,41.86599951,1967,2012
60 Buttonwood St,Fabricated Metal Products,0-49,-71.26735065,41.67713916,2010,2010
871 Smithfield Ave,Food & Kindred Products,NA,-71.41480496,41.88323355,1979,1994
360 Famum Pike,Transportation Equipment,NA,-71.54836656,41.91866164,2010,2010
117 Bellvue Avenue Newport,"Printing, Publishing & Allied Industries",NA,-71.30858156,41.48438962,1991,1991
14 Regatta Rd,"Printing, Publishing & Allied Industries",0-49,-71.28422922,41.58407457,1998,1998
19 Grosvenor Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.37383488,41.81926778,1953,2002
79 Joyce Street Warren,Paper & Allied Products,0-49,-71.27907628,41.72913139,1979,2006
16 Pickham Drive,Transportation Equipment,0-49,-71.27183033,41.7009258,1991,2010
200 Highpoint Ave,Transportation Equipment,0-49,-71.25952857,41.5965603,1991,2002
Samuel B Katzovrcz Presrdent 167 Benefit St,Industrial & Commercial Machinery,0-49,-71.3646938,41.89256399,2002,2006
205 Airgort Rd,Primary Metal Industries,0-49,-71.45091898,41.65509231,2008,2008
3ng,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42763111,41.73946903,2010,2010
147 Industrial Dr,Industrial & Commercial Machinery,0-49,-71.56160839,41.99055944,1981,2012
194 Baxter St,Industrial & Commercial Machinery,0-49,-71.36097898,41.89112242,1953,1953
511 York Avenue,Industrial & Commercial Machinery,NA,-71.36383072,41.87246382,1959,1986
175 DuPont Drive,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43515993,41.7982803,1971,1991
881 Main St,"Electronics, Electrical Equipment & Components",0-49,-71.3989424,41.86809396,1953,1998
Phone 401 849 3992 350 Coddington Hwy,Lumber & Wood Products Except Furniture,0-49,-71.30965826,41.51932378,2002,2002
207 Union Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44355688,41.80797262,1983,1998
579 Aquidneck Ave,Primary Metal Industries,NA,-71.28066482,41.50338598,2002,2008
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44102296,41.81550935,1959,1959
101 Richmond St.,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41094196,41.82008093,1953,1988
24 Althea Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43017043,41.80635989,1953,2012
50 Tobey Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.435132,41.81889005,1953,1975
5 Almeida Avenue East Providence,Precision Machinery,50-99,-71.34795916,41.81224553,1971,2012
123 Georgia Ave,Industrial & Commercial Machinery,NA,-71.39797612,41.79204128,1953,1994
30 N 389,Primary Metal Industries,NA,-71.70419494,41.34633716,2006,2008
8 Red Cross Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.30379699,41.48634031,2002,2012
51 Livingston St,Food & Kindred Products,0-49,-71.40916346,41.84160795,1953,1959
111 Summer Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41849325,41.81545466,1963,1975
68 Dike Street,Industrial & Commercial Machinery,0-49,-71.44150315,41.81556766,1959,1981
50 Chase Hill Rd,"Electronics, Electrical Equipment & Components",50-99,-71.79210075,41.39910496,1991,2006
300 Centerville Rd it 00,Fabricated Metal Products,0-49,-71.47038102,41.69779242,2002,2010
957 York Ave,Textile Mill Products,50-99,-71.36161407,41.88242919,1953,1967
50 Agnes Street Providence,Chemicals & Allied Products,0-49,-71.44269388,41.81519579,1959,2002
375 Putnam Pike Ste 12,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.52271804,41.8702912,1981,2010
9 Magnolia Street Providence,Chemicals & Allied Products,0-49,-71.44141233,41.81428032,1959,1988
100 Niantic Avenue,Industrial & Commercial Machinery,500+,-71.43916422,41.80064413,1973,2012
6 Sunnyside Ave,Precision Machinery,0-49,-71.47039742,41.82503266,1983,1998
32 Broadway,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41854576,41.82238398,1953,1975
219 Waterman Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.49139551,41.86806179,1975,1979
